
Report Name,CAL-ChangedBy-MultipleUsers
Report GUID,f1077ee4-cc2e-4825-8023-3cdc009651e3
Report Creator User ID,sfadmin
Data Operator,MultipleUsers
Modules,Employee Central
Functional Areas,"Personal Information, Employment Information, Global Benefits, Time Management, Document Generation, Prior Service, Employee Central Compound Employee API"
Time Range (Start),2025-01-07T18:30:00Z
Time Range (End),2025-01-08T18:26:00Z

Changed By User (First Name),Changed By User (Last Name),Changed By User (Username),Proxy:Logged in User (First Name),Proxy:Logged in User (Last Name),Proxy:Logged in User (Username),Secondary User Provisioner ID,Secondary User Email,Subject User (First Name),Subject User (Last Name),Subject User (ID),Module,Functional Area,Functional Sub Area,Context 1 Key,Context 1 Value,Context 2 Key,Context 2 Value,Context 3 Key,Context 3 Value,Context 4 Key,Context 4 Value,Context 5 Key,Context 5 Value,Field Name,Old Value,New Value,Operation Performed,Timestamp,Effective Start Date,Effective Sequence
ff_HR1,Firefighter1,ff_HR1,Jane,Watson,jwatson,,,Teena,Ambani,null (Person ID),Employee Central,Personal Information,homeAddress,homeAddress_address-type,home,,,,,,,,,Employee User Id Field,,,I,2025-01-08T11:45:07Z,2025-01-09,0
ff_HR1,Firefighter1,ff_HR1,Jane,Watson,jwatson,,,Teena,Ambani,null (Person ID),Employee Central,Personal Information,homeAddress,homeAddress_address-type,home,,,,,,,,,Postal Code,,IV8 7LN,I,2025-01-08T11:45:07Z,2025-01-09,0
ff_HR1,Firefighter1,ff_HR1,Jane,Watson,jwatson,,,Teena,Ambani,null (Person ID),Employee Central,Personal Information,homeAddress,homeAddress_address-type,home,,,,,,,,,State,,,I,2025-01-08T11:45:07Z,2025-01-09,0
ff_HR1,Firefighter1,ff_HR1,Jane,Watson,jwatson,,,Teena,Ambani,null (Person ID),Employee Central,Personal Information,homeAddress,homeAddress_address-type,home,,,,,,,,,NOTES,,,I,2025-01-08T11:45:07Z,2025-01-09,0
ff_HR1,Firefighter1,ff_HR1,Jane,Watson,jwatson,,,Teena,Ambani,null (Person ID),Employee Central,Personal Information,homeAddress,homeAddress_address-type,home,,,,,,,,,EFFECTIVE_START_DATE,,2025-01-09,I,2025-01-08T11:45:07Z,2025-01-09,0
ff_HR1,Firefighter1,ff_HR1,Jane,Watson,jwatson,,,Teena,Ambani,null (Person ID),Employee Central,Personal Information,homeAddress,homeAddress_address-type,home,,,,,,,,,City,,Scottish Borders,I,2025-01-08T11:45:07Z,2025-01-09,0
ff_HR1,Firefighter1,ff_HR1,Jane,Watson,jwatson,,,Teena,Ambani,null (Person ID),Employee Central,Personal Information,homeAddress,homeAddress_address-type,home,,,,,,,,,Country,,GBR,I,2025-01-08T11:45:07Z,2025-01-09,0
ff_HR1,Firefighter1,ff_HR1,Jane,Watson,jwatson,,,Jane,Watson,101004 (Person ID),Employee Central,Personal Information,globalInfo,globalInfo_country,Colombia,,,,,,,,,Date Learned,,2025-01-01,I,2025-01-08T11:45:14Z,2025-01-09,0
ff_HR1,Firefighter1,ff_HR1,Jane,Watson,jwatson,,,Jane,Watson,101004 (Person ID),Employee Central,Personal Information,globalInfo,globalInfo_country,Colombia,,,,,,,,,Issuing Authority,,,I,2025-01-08T11:45:14Z,2025-01-09,0
ff_HR1,Firefighter1,ff_HR1,Jane,Watson,jwatson,,,Jane,Watson,101004 (Person ID),Employee Central,Personal Information,globalInfo,globalInfo_country,Colombia,,,,,,,,,Type of Challenge,,Limited Work Capability,I,2025-01-08T11:45:14Z,2025-01-09,0
ff_HR1,Firefighter1,ff_HR1,Jane,Watson,jwatson,,,Jane,Watson,101004 (Person ID),Employee Central,Personal Information,globalInfo,globalInfo_country,Colombia,,,,,,,,,EFFECTIVE_START_DATE,,2025-01-09,I,2025-01-08T11:45:14Z,2025-01-09,0
ff_HR1,Firefighter1,ff_HR1,Jane,Watson,jwatson,,,Jane,Watson,101004 (Person ID),Employee Central,Personal Information,globalInfo,globalInfo_country,Colombia,,,,,,,,,Religion,,Roman Catholic,I,2025-01-08T11:45:14Z,2025-01-09,0
ff_HR1,Firefighter1,ff_HR1,Jane,Watson,jwatson,,,Jane,Watson,101004 (Person ID),Employee Central,Personal Information,globalInfo,globalInfo_country,Colombia,,,,,,,,,Number of Children,,9,I,2025-01-08T11:45:14Z,2025-01-09,0
ff_HR1,Firefighter1,ff_HR1,Jane,Watson,jwatson,,,Jane,Watson,101004 (Person ID),Employee Central,Personal Information,globalInfo,globalInfo_country,Colombia,,,,,,,,,Degree of Challenge,,10,I,2025-01-08T11:45:14Z,2025-01-09,0
ff_HR1,Firefighter1,ff_HR1,Jane,Watson,jwatson,,,Jane,Watson,101004 (Person ID),Employee Central,Personal Information,globalInfo,globalInfo_country,Colombia,,,,,,,,,Reference Number,,,I,2025-01-08T11:45:14Z,2025-01-09,0
ff_HR1,Firefighter1,ff_HR1,Jane,Watson,jwatson,,,Jane,Watson,101004 (Person ID),Employee Central,Personal Information,personalInfo,,,,,,,,,,,EFFECTIVE_START_DATE,2005-09-01,2025-01-09,EDU,2025-01-08T11:45:14Z,2025-01-09,0
ff_HR1,Firefighter1,ff_HR1,Jane,Watson,jwatson,,,Jane,Watson,101004 (Person ID),Employee Central,Personal Information,globalInfo,globalInfo_country,Colombia,,,,,,,,,Challenge Group,,Challenged Peer,I,2025-01-08T11:45:14Z,2025-01-09,0
ff_HR1,Firefighter1,ff_HR1,Jane,Watson,jwatson,,,Jane,Watson,101004 (Person ID),Employee Central,Personal Information,personalInfo,,,,,,,,,,,Middle Name,,F,COR,2025-01-08T11:45:19Z,2025-01-09,0
